idKorisnik,username,JMBG,ime,prezime,pol,datRodj,adresa,telefon,email,NASELJE_IDNASELJE
950,EmilijaKaruović,2207968898711,Emilija,Karuović,F,1968-07-22,KOSTOLAČKA 11,+381 65 018 7561,EmilijaKaruović@yandex.ru,704202
951,mojsilogavr6092,2110980010832,Mojsilo,Gavranović,M,1980-10-21,MILOVANA MILENKOVIĆA  9 DEO 1,+381 68 813 1067,mojsilogavr6092@yandex.ru,705128
952,KrstoČebzanović,0205945713322,Krsto,Čebzanović,M,1945-05-02,KARAĐORĐEVA 39,+381 64 483 1541,,703532
953,senkaatanas5059,1207959177035,Senka,Atanasijević,F,1959-07-12,DUŠANA KRSTIĆA 6,+381 62 408 7311,,791067
954,KalinMiličković,1201958651554,Kalin,Miličković,M,1958-01-12,STEVANA FILIPOVIĆA 7,+381 65 034 5548,,791113
955,dionisijema8751,0905951894225,Dionisije,Mančević,M,1951-05-09,ŽIKICE JOVANOVIĆA-ŠPANCA 47B,+381 67 824 5262,dionisijema8751@yandex.ru,791113
956,dragojlavas4289,1404001125412,Dragojla,Vasilijević,F,2001-04-14,DR IVANA RIBARA 156,+381 65 635 4667,dragojlavas4289@mail.ru,791067
957,ljubinkovid870,2510928082479,Ljubinko,Vidojević,M,1928-10-25,UGRINOVAČKI PUT 31 DEO 22,+381 69 824 8231,,791059
958,krunislavka9522,1306974456314,Krunislavka,Nestorović,F,1974-06-13,UGRINOVAČKI PUT 106,+381 67 185 8630,krunislavka9522@hotmail.com,791059
959,maricadesiv1844,0908950645799,Marica,Desivojević,F,1950-08-09,KONSTANTINA LEKIĆA 6,+381 61 068 4561,,791059
960,IrinaGičulović,0404993649663,Irina,Gičulović,F,1993-04-04,PUT PORED KANALA 17,+381 64 507 2765,IrinaGičulović@gmail.com,745715
961,dobrosavapu6265,1009991308997,Dobrosava,Puzović,F,1991-09-10,POTES PLJOŠTA 19,+381 60 381 4735,,745545
962,bogdanglava9763,2207987761169,Bogdan,Glavatović,M,1987-07-22,POTES KREMENAC 45,+381 60 663 5645,bogdanglava9763@yahoo.com,745545
963,NevenkaLjucović,3008994556729,Nevenka,Ljucović,F,1994-08-30,STARI PUT ZA KRALJEVO 116,+381 69 708 4426,NevenkaLjucović@gmail.com,745677
964,lučijastoji5131,1412999498355,Lučija,Stojilović,F,1999-12-14,1300 KAPLARA 3,+381 66 501 7356,lučijastoji5131@yahoo.com,713325
965,PejkoPanzalović,2002990663603,Pejko,Panzalović,M,1990-02-20,BRAĆE RADOJEVIĆ 34,+381 63 780 2452,PejkoPanzalović@yahoo.com,713325
966,petruškapet944,1706945437918,Petruška,Petrović,F,1945-06-17,VELIMIRA RAJIĆA 38,+381 61 380 6043,,713325
967,VesaDragačević,1407999913494,Vesa,Dragačević,M,1999-07-14,GLAVNA JELOVIČKA ULICA 22A,+381 66 465 6627,VesaDragačević@mail.ru,701513
968,VojkaKorkanović,0408966029302,Vojka,Korkanović,F,1966-08-04,VAGANSKA ULICA 15,+381 62 083 0881,VojkaKorkanović@gmail.com,701564
969,radularaspo3139,0507963846007,Radula,Raspopović,F,1963-07-05,RADOMIRA STANOJEVIĆA 13B,+381 61 363 8623,radularaspo3139@yahoo.com,703524
970,ĐurđaŠanović,2412973419661,Đurđa,Šanović,F,1973-12-24,BEOGRADSKA 153,+381 68 133 7700,ĐurđaŠanović@hotmail.com,705187
971,ĐurišaMilunović,2611974820178,Đuriša,Milunović,M,1974-11-26,BEOGRADSKA 375,+381 65 801 5027,,705187
972,JovaGojović,1808957693048,Jova,Gojović,M,1957-08-18,PORODICE STOJANOVIĆ 5,+381 62 730 0042,,705187
973,budislavkas2414,1710945986090,Budislavka,Stanojković,F,1945-10-17,SLOBODANA PENEZIĆA-KRCUNA 95,+381 63 250 3466,,703567
974,JulaOdanović,1610981196425,Jula,Odanović,F,1981-10-16,ŽIVKA STEVANOVIĆA-ŽIKICE 74B,+381 64 382 2858,JulaOdanović@yandex.ru,703494
975,lozankaivan2731,0311005649420,Lozanka,Ivanković,F,2005-11-03,MIODRAGA VUKOVIĆA 6A,+381 64 775 6122,lozankaivan2731@mail.ru,703494
976,DamjanAkifović,2611940993125,Damjan,Akifović,M,1940-11-26,BOŽIDARA SAVIĆEVIĆA 3,+381 62 233 0467,,791059
977,miloljubmil8996,0111000993548,Miloljub,Milinković,M,2000-11-01,GORNJOGRADSKA 55,+381 63 432 7655,miloljubmil8996@yahoo.com,791059
978,dobrivojedr2535,2206973520781,Dobrivoje,Draguljević,M,1973-06-22,BULEVAR ZORANA ĐINĐIĆA 126,+381 65 821 2660,dobrivojedr2535@hotmail.com,791067
979,slavkokarbu4101,1704001530945,Slavko,Karbunarević,M,2001-04-17,EMILA ZOLE 13,+381 65 288 5782,slavkokarbu4101@hotmail.com,791113
980,joakimčubri5975,0306959550638,Joakim,Čubrilović,M,1959-06-03,AJZENŠTAJNOVA 6,+381 67 136 7227,,791113
981,jankotulimi7590,1904985031367,Janko,Tulimirović,M,1985-04-19,MOJKOVAČKA 44,+381 64 504 6050,jankotulimi7590@hotmail.com,791113
982,RodoljubVujović,2101958354748,Rodoljub,Vujović,M,1958-01-21,SAVSKI NASIP 52A,+381 66 521 4056,RodoljubVujović@hotmail.com,791067
983,milišapetra6739,2501987631341,Miliša,Petranjesković,M,1987-01-25,MILUTINA MILANKOVIĆA 30,+381 62 070 1834,milišapetra6739@mail.ru,791067
984,SlobodanPujević,2810958120958,Slobodan,Pujević,M,1958-10-28,BRAĆE JUGOVIĆ 2,+381 67 055 1422,SlobodanPujević@yandex.ru,703494
985,MlađanZaković,2306954614297,Mlađan,Zaković,M,1954-06-23,MILIVOJA BOGDANOVIĆA-ARNAUTA 31,+381 63 231 0520,MlađanZaković@yahoo.com,703575
986,ZlatkoAjranović,0710998714740,Zlatko,Ajranović,M,1998-10-07,SLOBODANA MIHIĆA 18,+381 60 267 5707,ZlatkoAjranović@yandex.ru,703494
987,vučićspreča25,2608967443789,Vučić,Sprečaković,M,1967-08-26,GLUMČEVO BRDO 126G,+381 60 206 2015,,703494
988,ObradKodicović,2605931234138,Obrad,Kodicović,M,1931-05-26,GLUMČEVO BRDO 136G,+381 61 656 0425,,703494
989,RaduleKidišević,1209981692265,Radule,Kidišević,M,1981-09-12,VLADIMIRA ĐORĐEVIĆA 18,+381 65 785 2774,,703656
990,bogeljmator2580,0110928631154,Bogelj,Matorčević,M,1928-10-01,BOŽE BAUCALA 40B,+381 65 277 3080,,791083
991,đuraškoliva7141,2305968882420,Đuraško,Livazović,M,1968-05-23,ROŽAJSKA 10B,+381 63 832 8742,đuraškoliva7141@yahoo.com,791091
992,SrbislavVulović,2106926683300,Srbislav,Vulović,M,1926-06-21,TRINAESTOG OKTOBRA 9,+381 60 412 7758,,791083
993,gostoljubgl6534,2706950682556,Gostoljub,Gligorović,M,1950-06-27,MILORADA JANKOVIĆA-DOCE 23,+381 64 141 3381,,791083
994,vujčetabelo2683,1410002681818,Vujčeta,Belobrković,M,2002-10-14,VUKASOVIĆEVA 4,+381 62 681 4380,vujčetabelo2683@yahoo.com,791083
995,RaičkoČugurović,2905985632152,Raičko,Čugurović,M,1985-05-29,VAJARA ĐOKE JOVANOVIĆA 24,+381 68 364 1615,RaičkoČugurović@hotmail.com,791091
996,NaumŽitarević,1807975501388,Naum,Žitarević,M,1975-07-18,SRPSKOG HUSARSKOG PUKA 51,+381 65 666 3154,NaumŽitarević@yahoo.com,704911
997,SredojeJanković,0105926240771,Sredoje,Janković,M,1926-05-01,KNINSKE KRAJINE 19A,+381 68 388 2544,,704865
998,MilijaKezunović,2201999084176,Milija,Kezunović,M,1999-01-22,MAGLAJSKA 26,+381 66 657 0670,MilijaKezunović@yandex.ru,791091
999,VukačProfirović,0212957632705,Vukač,Profirović,M,1957-12-02,DOBROPOLjSKA 3,+381 64 106 7577,VukačProfirović@hotmail.com,791091
1000,GodečĐorgović,1307963162512,Godeč,Đorgović,M,1963-07-13,BRANIVOJA JOVANOVIĆA BRANE 10,+381 65 157 4116,,791083
